ID_CLIENTE,SAFRA_REF,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS
3591324331706630867,2019-04,70739.0,101.0
4791195031160012361,2019-04,720858.0,80.0
2785178201607654410,2019-04,464982.0,96.0
2380458252615213706,2019-04,152544.0,96.0
7229721428946324455,2019-04,30221.0,117.0
4566920105008626302,2019-04,87968.0,86.0
1310335287370721834,2019-04,160966.0,87.0
1152891199251773092,2019-04,152358.0,104.0
3118683330911759410,2019-04,23410.0,99.0
7665801401860589626,2019-04,80271.0,112.0
1003144834589372198,2019-04,398179.0,104.0
8437257970907722008,2019-04,582641.0,121.0
6360697608774060650,2019-04,131994.0,109.0
4008627434689715639,2019-05,231713.0,121.0
8846153146417722343,2019-05,112571.0,106.0
3285246914299291124,2019-05,100387.0,113.0
3093415403379897112,2019-05,251128.0,109.0
5067621068959932809,2019-05,233568.0,125.0
2677901391425651891,2019-05,147585.0,111.0
6987942592445950913,2019-05,331785.0,135.0
5761480994209806499,2019-05,296315.0,135.0
314309872114206760,2019-05,141001.0,85.0
3355881107559250653,2019-05,67230.0,112.0
1210783884008131648,2019-05,359265.0,100.0
6134696632487351445,2019-05,729991.0,115.0
8106044482585783481,2019-05,33360.0,108.0
5108407319813072955,2019-05,190867.0,101.0
8961924617442201922,2019-05,103933.0,102.0
3118152790263512426,2019-05,367007.0,87.0
8198518259946944874,2019-05,108195.0,154.0
6284433051333854194,2019-05,268001.0,100.0
6795467882769787169,2019-05,61001.0,160.0
6617479989097680138,2019-05,238953.0,146.0
5547032541615425352,2019-05,256882.0,89.0
66220087398241662,2019-05,541155.0,98.0
8939476669690489534,2019-05,393940.0,155.0
3248432590399829766,2019-05,593118.0,135.0
8784237149961904,2019-05,192951.0,110.0
274692171162531764,2019-05,236644.0,103.0
7442192566700924647,2019-05,424798.0,111.0
5606267905834401873,2019-05,98684.0,106.0
6964108750473070287,2019-05,165234.0,114.0
7167988599372526790,2019-05,74566.0,152.0
7325545718770538459,2019-05,176773.0,130.0
107343823625119033,2019-05,228916.0,78.0
4045739494965095560,2019-05,426866.0,125.0
6242636379248496392,2019-05,489407.0,132.0
6916556752218696485,2019-05,145365.0,130.0
1748142500108801439,2019-05,110581.0,85.0
7189116056401183589,2019-05,350853.0,110.0
5048392903148444335,2019-05,74015.0,103.0
4679462479444735708,2019-05,537521.0,134.0
8889055492416898333,2019-05,120223.0,136.0
7930925883736021864,2019-05,58482.0,118.0
2290083177086946553,2019-05,247467.0,108.0
798425422240919854,2019-05,240562.0,112.0
7686361238195690925,2019-05,289737.0,127.0
4043546053926060305,2019-05,188026.0,83.0
3204108603682323936,2019-05,69545.0,89.0
187117706370645370,2019-05,99616.0,97.0
4061297388883391410,2019-05,122047.0,109.0
2499050168966442376,2019-05,44395.0,0.0
3218226066162129945,2019-05,84537.0,95.0
8173830874846355280,2019-05,723769.0,117.0
903093877129717133,2019-05,806191.0,110.0
7930644815080409701,2019-05,226447.0,103.0
4993499380140734678,2019-05,625447.0,135.0
9206030810342980458,2019-05,618474.0,94.0
1708019696828098378,2019-05,430021.0,130.0
4795152981525833467,2019-05,259336.0,124.0
499242942549937267,2019-05,328317.0,129.0
2773493808492482979,2019-05,244107.0,142.0
459290606780222306,2019-05,305507.0,98.0
2022367282554149730,2019-05,268317.0,93.0
4675067298171588603,2019-05,193274.0,126.0
5538710567548269440,2019-05,13365.0,123.0
1078687383992817574,2019-05,133693.0,141.0
8185063234515056194,2019-05,100596.0,105.0
8854680481766219396,2019-05,809467.0,135.0
8843432852270832388,2019-05,250945.0,111.0
39547025441582855,2019-05,660991.0,100.0
1118514612547157551,2019-05,117807.0,92.0
8828303152301461681,2019-05,270449.0,92.0
8503092146854371576,2019-05,207735.0,116.0
4284129442855564250,2019-05,49732.0,101.0
170089315547146305,2019-05,371067.0,94.0
4724876423989598202,2019-05,159967.0,133.0
968199235777440720,2019-05,235380.0,123.0
2397171153213063761,2019-05,539616.0,93.0
180672270337706285,2019-05,188433.0,101.0
7085295800541340563,2019-05,345727.0,96.0
1778014915038250584,2019-05,51850.0,102.0
3634047863995720708,2019-05,145567.0,120.0
2658946240987854807,2019-05,180985.0,131.0
968400235888951633,2019-05,391128.0,113.0
7949169060790541229,2019-05,562937.0,114.0
1378864119919978132,2019-05,190660.0,124.0
1276604410881911401,2019-05,330823.0,84.0
3045840317107313913,2019-05,465134.0,85.0
2761181567313020223,2019-05,303856.0,82.0
3382609338395832683,2019-05,474307.0,117.0
6759864637454708017,2019-05,110629.0,125.0
5198904647759787695,2019-05,405049.0,146.0
7664272163315705419,2019-05,225353.0,105.0
1097345589386012260,2019-05,164811.0,105.0
6532139198609901627,2019-05,717085.0,118.0
2598475569074240783,2019-05,469684.0,124.0
5522764880180045081,2019-05,374911.0,103.0
5358243820364010940,2019-05,181402.0,92.0
4465150716052427320,2019-05,3128.0,88.0
2347028805684088098,2019-05,379877.0,119.0
1454789421854453615,2019-05,78190.0,108.0
4566920105008626302,2019-05,210237.0,87.0
9089528044547831569,2019-05,169407.0,133.0
7541360189313243820,2019-05,117006.0,89.0
1054275403532840653,2019-05,193650.0,89.0
5810778736737569699,2019-05,356207.0,144.0
3817166896467413658,2019-05,342833.0,131.0
2808145376905474927,2019-05,84641.0,119.0
5893903674205161232,2019-05,122755.0,104.0
6582676833651678345,2019-05,872610.0,134.0
1044568737046072781,2019-05,93070.0,107.0
3713742318997880410,2019-05,388528.0,110.0
7895753719321668294,2019-05,212735.0,139.0
1104269683367198574,2019-05,63757.0,118.0
6985631100944640910,2019-05,654082.0,104.0
2634859679238614382,2019-05,327287.0,132.0
4831939798545673038,2019-05,124379.0,133.0
3281617395243454427,2019-05,347108.0,108.0
1874361799315286610,2019-05,110778.0,121.0
8350724667410677464,2019-05,314142.0,111.0
984915269987074754,2019-05,349135.0,137.0
8535586342375301953,2019-05,293064.0,116.0
1192891347324061812,2019-05,8673.0,91.0
4863405965754103821,2019-05,280339.0,111.0
6784879562354696650,2019-05,34506.0,143.0
3977861004707764824,2019-05,98237.0,119.0
5726178124659661019,2019-05,203119.0,110.0
5854364934896993687,2019-05,123359.0,150.0
5434353421615275749,2019-05,799373.0,105.0
7231408738455755015,2019-05,171294.0,104.0
2645324649046215594,2019-05,468571.0,106.0
7779268298304613772,2019-05,211193.0,130.0
5460280878923715699,2019-05,117269.0,127.0
7810985951121711480,2019-05,151237.0,107.0
5687511145009775604,2019-05,25014.0,106.0
4023893292051953692,2019-05,106907.0,111.0
7451017400765373278,2019-05,161756.0,101.0
7403979270048469991,2019-05,220172.0,133.0
5409960473983330744,2019-05,19446.0,114.0
4512887927067894301,2019-05,209821.0,115.0
1036256411320325774,2019-05,128911.0,81.0
2535803443850893368,2019-05,146393.0,118.0
2554972344348383830,2019-05,151717.0,116.0
6217788509719675691,2019-05,135138.0,133.0
3095408468798675621,2019-05,467472.0,130.0
2092588065958607289,2019-05,400776.0,130.0
2684293212741157926,2019-05,195582.0,111.0
7367321179169390502,2019-05,6607.0,105.0
5794903898038236832,2019-05,256858.0,122.0
5176940320835464459,2019-05,523689.0,118.0
8826489829259520138,2019-05,180458.0,137.0
8576047157867370630,2019-05,237716.0,117.0
6969348581033924947,2019-05,340898.0,126.0
1088268935649917461,2019-05,151554.0,133.0
5577659616907513811,2019-05,21944.0,121.0
5477900120643078645,2019-05,34750.0,108.0
7330131219998265639,2019-05,482458.0,114.0
2493305884832539159,2019-05,126608.0,122.0
4569866309119931805,2019-05,343369.0,123.0
7770458886439606839,2019-05,105718.0,149.0
2951563549197799278,2019-05,305323.0,143.0
5611787644735474299,2019-05,635906.0,127.0
4183921942053157552,2019-05,151608.0,104.0
2735662700719640627,2019-05,225408.0,102.0
6056959220685085102,2019-05,91806.0,106.0
2606594191222500726,2019-05,360467.0,93.0
4530631557358349711,2019-05,548542.0,111.0
3095686599956852697,2019-05,298796.0,157.0
192916471960784723,2019-05,136121.0,113.0
4489904752023469353,2019-05,481069.0,120.0
8724731934863284019,2019-05,397002.0,122.0
8015571584405428572,2019-05,249767.0,106.0
963687627963462983,2019-05,471585.0,140.0
5864443060004179363,2019-05,457782.0,98.0
5753677550753111444,2019-05,417573.0,102.0
2771214050521171719,2019-05,290254.0,81.0
2408009918678280470,2019-05,252149.0,113.0
7571271990906543121,2019-05,239138.0,110.0
3022528659032597047,2019-05,408617.0,106.0
8382418367191468432,2019-05,469578.0,112.0
7177785309735471560,2019-05,203163.0,128.0
8248484932270772248,2019-05,98139.0,116.0
4334472256949955221,2019-05,733683.0,110.0
4347826483121154490,2019-05,261774.0,103.0
3660744270380078352,2019-05,135089.0,104.0
4588313530969303734,2019-05,29181.0,110.0
5301988619224057921,2019-05,916972.0,113.0
710593997981520423,2019-05,625226.0,113.0
3025708129948185495,2019-05,412208.0,116.0
8926565682509268383,2019-05,185454.0,134.0
7535160686416710323,2019-05,237532.0,102.0
2900002014851776114,2019-05,275785.0,80.0
8511588642284189303,2019-05,393241.0,109.0
4935929591787890253,2019-05,589281.0,139.0
8609938720215175911,2019-05,164945.0,111.0
8909740532547211288,2019-05,130892.0,118.0
6098833389547425063,2019-05,34624.0,126.0
2003221759676247813,2019-05,257257.0,100.0
410843023337872279,2019-05,173258.0,94.0
8398000036517692656,2019-05,396001.0,115.0
1543875954928694094,2019-05,90580.0,134.0
3724562776372632620,2019-05,101405.0,102.0
5860276371789140450,2019-05,201114.0,112.0
3829967475074118757,2019-05,36011.0,137.0
8911073840712901131,2019-05,570112.0,86.0
1551531256789550891,2019-05,121863.0,115.0
1343530446996409207,2019-05,101272.0,106.0
5462970244186515758,2019-05,236382.0,120.0
9127318190908282126,2019-05,133205.0,103.0
1308019675417057675,2019-05,138609.0,114.0
8536031856585966123,2019-05,398081.0,122.0
4858887739802767402,2019-05,89404.0,137.0
5465001651966355821,2019-05,32157.0,108.0
8901696535927078963,2019-05,269456.0,131.0
621182491555347581,2019-05,298481.0,107.0
6941381638534728190,2019-05,413288.0,114.0
4785355632922927313,2019-05,310155.0,114.0
5082813456193598086,2019-05,172410.0,126.0
1616952665234409442,2019-05,414415.0,107.0
1366416810235233769,2019-05,481802.0,102.0
4956614249204803652,2019-05,86618.0,108.0
5440313607363845188,2019-05,200275.0,103.0
2530707686830644666,2019-05,132085.0,114.0
3192341047315717823,2019-05,110630.0,90.0
3258345688897172820,2019-05,430274.0,124.0
8041261093764417881,2019-05,527514.0,102.0
689004070169545786,2019-05,151006.0,108.0
5888474320320735000,2019-05,155876.0,90.0
696014079855281037,2019-05,299847.0,108.0
660382477567765256,2019-05,59770.0,121.0
4972567100282306577,2019-05,195902.0,108.0
324916756972236008,2019-05,244012.0,102.0
5897410907783139228,2019-05,409806.0,118.0
7671566034617837932,2019-05,61027.0,123.0
8215958479134054873,2019-05,204971.0,120.0
7637066986811047950,2019-05,425059.0,118.0
7751080728852739823,2019-05,81982.0,127.0
5369576709077493659,2019-05,443277.0,138.0
8512214463586144353,2019-05,64501.0,99.0
1661240395903230676,2019-05,122272.0,101.0
6020593949794792044,2019-05,108462.0,123.0
345447888460137901,2019-05,192920.0,104.0
7176848230239877915,2019-05,276112.0,129.0
4762091269593841283,2019-05,63923.0,117.0
7436628409157313756,2019-05,142311.0,120.0
6030285068945261052,2019-05,52751.0,98.0
3137879241768961145,2019-05,564412.0,123.0
3275327267689584006,2019-05,369614.0,114.0
8213533889694327948,2019-05,158735.0,132.0
6031976689490342098,2019-05,180796.0,130.0
2451708306555441014,2019-05,241766.0,87.0
4071158585850879204,2019-05,202369.0,113.0
5988277776808227480,2019-05,205241.0,136.0
4202876623878743806,2019-05,62778.0,126.0
3571198145319411787,2019-05,247519.0,110.0
7142043104834932013,2019-05,111508.0,75.0
1891145854263312840,2019-05,985164.0,97.0
8874257794774679816,2019-05,540686.0,153.0
1292049196559782171,2019-05,152785.0,119.0
1357573192598249600,2019-05,776513.0,116.0
7908414709866823255,2019-05,364983.0,126.0
2119292203323657032,2019-05,316664.0,80.0
8480109508191086169,2019-05,372117.0,110.0
5999145415800242177,2019-05,225491.0,115.0
2943087245123311166,2019-05,409105.0,91.0
2785178201607654410,2019-05,323299.0,98.0
8107542605807471599,2019-05,235763.0,114.0
6545052034269841737,2019-05,305901.0,103.0
7963861799566207637,2019-05,443330.0,145.0
1115703227712697214,2019-05,692372.0,94.0
312543480920432545,2019-05,213821.0,89.0
6927178425683104769,2019-05,78946.0,127.0
2466177460692220853,2019-05,110678.0,108.0
8570963260597299378,2019-05,157107.0,133.0
4527499691197377217,2019-05,456704.0,133.0
1182975716201409626,2019-05,100504.0,106.0
1507697130807703164,2019-05,265754.0,102.0
2455576782104041698,2019-05,63334.0,112.0
1002362614649347438,2019-05,288209.0,99.0
3704808902628008971,2019-05,126988.0,104.0
5591489215787777256,2019-05,157134.0,143.0
4740535838297269949,2019-05,430565.0,138.0
3592461881055047578,2019-05,342730.0,122.0
3156852928909455203,2019-05,161821.0,118.0
6731795019313479942,2019-05,405007.0,116.0
1553628056929342565,2019-05,112628.0,119.0
6349142675790687765,2019-05,269242.0,129.0
4524147234488547993,2019-05,52365.0,119.0
7870373680211625064,2019-05,127270.0,101.0
8080988579391900405,2019-05,339096.0,128.0
5078307295214858596,2019-05,33613.0,126.0
1951407691087813358,2019-05,356677.0,109.0
3279078057358159966,2019-05,300960.0,137.0
2819054834565698513,2019-05,223339.0,122.0
417157680860985231,2019-05,102372.0,112.0
1235244772550233980,2019-05,161556.0,99.0
5481711897502154955,2019-05,95133.0,114.0
683445437387317282,2019-05,732365.0,112.0
682352428813668634,2019-05,200534.0,111.0
5503391736465275980,2019-05,165343.0,120.0
511305041047444825,2019-05,416115.0,76.0
6796564304742670823,2019-05,36589.0,0.0
3970610368027129821,2019-05,514527.0,103.0
4661684997487171886,2019-05,163434.0,152.0
8287608084245946173,2019-05,1025952.0,127.0
8716163053080758848,2019-05,410542.0,118.0
7613717984547031729,2019-05,256304.0,119.0
2508429106201166689,2019-05,99584.0,99.0
8437257970907722008,2019-05,124627.0,114.0
2687720147676132707,2019-05,69641.0,106.0
5791518044186095039,2019-05,310859.0,118.0
6089029916190588614,2019-05,36980.0,117.0
8733525963966339207,2019-05,22102.0,122.0
382095722273502031,2019-05,342741.0,84.0
7816319470107777265,2019-05,219527.0,112.0
1637960623843047520,2019-05,430548.0,103.0
8083157716178259762,2019-05,383993.0,126.0
8715120689636420963,2019-05,144205.0,118.0
8646472172649019955,2019-05,575781.0,132.0
1995032058960709559,2019-05,222781.0,122.0
7810315632865163836,2019-05,351766.0,109.0
4089244710305890246,2019-05,353810.0,98.0
6858769421191999702,2019-05,217405.0,130.0
5511113649464808344,2019-05,204926.0,105.0
5029701292539093910,2019-05,41908.0,103.0
4717593620120611957,2019-05,339760.0,99.0
792560389712312178,2019-05,258776.0,110.0
7910340581026492945,2019-05,544295.0,108.0
8662923640484889291,2019-05,180686.0,125.0
6238903426443761049,2019-05,86193.0,112.0
5880041582322293710,2019-05,342524.0,95.0
3447213159487287154,2019-05,725215.0,108.0
8255085612985072878,2019-05,589248.0,123.0
5122095358293179297,2019-05,160801.0,122.0
7347715771145302549,2019-05,59412.0,111.0
4820852183212661131,2019-05,311968.0,82.0
6337915293429442229,2019-05,101586.0,116.0
8623308321032624474,2019-05,52767.0,94.0
510795635145114083,2019-05,287469.0,86.0
7829456717134984253,2019-05,396800.0,129.0
7750874287225529604,2019-05,292629.0,125.0
4365965554261111250,2019-05,454100.0,97.0
86110062990790869,2019-05,506499.0,107.0
6547707428090179960,2019-05,97985.0,115.0
4532469127306079736,2019-05,739712.0,117.0
2763141362035716801,2019-05,419037.0,90.0
3027683745465216663,2019-05,84192.0,113.0
7120090169052575663,2019-05,259852.0,98.0
3915426102465954493,2019-05,229124.0,108.0
339550163159506478,2019-05,381692.0,109.0
8895160610329228780,2019-05,584443.0,116.0
8662805825682258354,2019-05,138029.0,124.0
3742264304742819339,2019-05,288430.0,109.0
6276792736652545216,2019-05,495337.0,117.0
6012031176108922616,2019-05,97341.0,80.0
1192810733461560329,2019-05,17976.0,94.0
7215093571368368138,2019-05,287322.0,111.0
8313765100460016738,2019-05,137170.0,93.0
2083323809219952960,2019-05,388414.0,108.0
8522044805243541048,2019-05,665384.0,90.0
3690886209682028027,2019-05,115073.0,110.0
2032592272238235730,2019-05,237542.0,84.0
7665801401860589626,2019-05,246673.0,112.0
662944582644865942,2019-05,331005.0,121.0
5303720405946805990,2019-05,37416.0,103.0
2201150681962815877,2019-05,283789.0,100.0
835441927760881602,2019-05,271214.0,103.0
2903869860445366876,2019-05,759931.0,127.0
2382123267535341265,2019-05,103845.0,88.0
4995217181024687397,2019-05,301835.0,117.0
5856610998569876318,2019-05,394848.0,147.0
3632378524835692731,2019-05,394841.0,118.0
8596605705893456305,2019-05,233493.0,129.0
4571290108043699959,2019-05,79743.0,125.0
5726884001073147293,2019-05,581889.0,101.0
257162352336759783,2019-05,75701.0,114.0
5786895437851445408,2019-05,209708.0,140.0
7590999900861381526,2019-05,154831.0,133.0
2619109825960703851,2019-05,269150.0,113.0
3698481516392183789,2019-05,335542.0,132.0
3161361581909316305,2019-05,151629.0,93.0
7289435138601868544,2019-05,170608.0,118.0
5503073374822479037,2019-05,518803.0,110.0
8123515208041701633,2019-05,141794.0,79.0
4593070249039532001,2019-05,334907.0,85.0
6122719618012473549,2019-05,355423.0,101.0
7722287846688771887,2019-05,412673.0,156.0
3538481420098344176,2019-05,414052.0,104.0
7182085930008391174,2019-05,376969.0,96.0
5613825020130267729,2019-05,299066.0,93.0
7031913170099381454,2019-05,379928.0,98.0
8195468623809753777,2019-05,149622.0,144.0
1683619849073499603,2019-05,486633.0,122.0
943965556104738606,2019-05,293922.0,116.0
9108733472015251498,2019-05,39341.0,102.0
8529899700094903171,2019-05,158364.0,123.0
940214356651040716,2019-05,422392.0,83.0
8779038337925278543,2019-05,346611.0,127.0
5166128847048245697,2019-05,332140.0,120.0
7920896580423665241,2019-05,282772.0,118.0
1430896989654626045,2019-05,39879.0,132.0
1613152204777372951,2019-05,223460.0,100.0
959720947754650706,2019-05,663891.0,126.0
1533755281771668509,2019-05,63057.0,117.0
2322847438374159400,2019-05,672983.0,103.0
6204723742351094322,2019-05,197181.0,83.0
6535074478489939949,2019-05,480049.0,146.0
3480297543931395935,2019-05,111893.0,117.0
1071717046795982412,2019-05,883982.0,108.0
4631736838128525597,2019-05,900627.0,129.0
3997247264680905799,2019-05,935940.0,146.0
4769364850030443969,2019-05,257422.0,120.0
252206310123393284,2019-05,186953.0,70.0
1711114950158155307,2019-05,426811.0,87.0
1958660709350677213,2019-05,450356.0,112.0
7787306805605072964,2019-05,940408.0,124.0
9184785003280841216,2019-05,337921.0,100.0
7719481195372677540,2019-05,54744.0,118.0
1477629972594346481,2019-05,400746.0,134.0
8559143756893267192,2019-05,223441.0,139.0
121658372387044248,2019-05,327943.0,100.0
1368430815953333691,2019-05,317805.0,102.0
4335865859049992260,2019-05,24053.0,124.0
8348574220426911086,2019-05,952280.0,103.0
6574147480097265454,2019-05,228190.0,114.0
7595945751692012281,2019-05,377692.0,119.0
5255460548789019114,2019-05,609220.0,113.0
1536087798470875922,2019-05,338493.0,126.0
5918810537171565818,2019-05,412072.0,115.0
7471183491728700531,2019-05,34995.0,106.0
6754039979151386401,2019-05,1402308.0,118.0
7108899417216809461,2019-05,177839.0,116.0
465309249432033993,2019-05,358935.0,99.0
4817816966382229074,2019-05,611460.0,120.0
6330043096034525408,2019-05,372001.0,87.0
2467590416042313927,2019-05,491221.0,98.0
2214132103234633622,2019-05,184573.0,65.0
9052787288251876909,2019-05,144505.0,134.0
3647763328551943822,2019-05,218735.0,118.0
7707459425750676368,2019-05,377219.0,129.0
3591324331706630867,2019-05,245527.0,106.0
3382624494518753363,2019-05,63379.0,112.0
7444686668183702737,2019-05,229126.0,130.0
7485107528960607346,2019-05,73508.0,113.0
2532435113844289043,2019-05,141002.0,90.0
6368582840625614207,2019-05,256100.0,108.0
8505870778358741102,2019-05,704540.0,116.0
5758033363847724111,2019-05,463798.0,106.0
4919908458022265747,2019-05,156646.0,125.0
8252215766413781202,2019-05,162788.0,95.0
9205015186723569289,2019-05,78162.0,115.0
8409181491723988567,2019-05,151197.0,128.0
1253437108265925705,2019-05,538645.0,99.0
3386019519917828299,2019-05,250702.0,134.0
717981637594591016,2019-05,193183.0,112.0
1414132620714431952,2019-05,66637.0,79.0
175003104385133396,2019-05,350377.0,79.0
7992317448197179816,2019-05,24486.0,136.0
524026009392362402,2019-05,639419.0,82.0
1579681122696922043,2019-05,114924.0,113.0
460993244124061972,2019-05,536243.0,94.0
665505091521986356,2019-05,359797.0,106.0
5635781225931111684,2019-05,276505.0,108.0
2128970218770090704,2019-05,355852.0,98.0
1610763516326092136,2019-05,923418.0,91.0
7818340804682162328,2019-05,1123924.0,104.0
1696462947583294958,2019-05,61395.0,146.0
6968106554514688300,2019-05,235446.0,112.0
2006188298374001315,2019-05,92372.0,86.0
3807130563335796378,2019-05,243738.0,116.0
4102750661040919723,2019-05,510377.0,84.0
2805743565496207618,2019-05,133293.0,117.0
5225029212547588718,2019-05,441336.0,109.0
351031887141663937,2019-05,261820.0,96.0
5271591321704178730,2019-05,140862.0,100.0
4537982850248578883,2019-05,326750.0,135.0
2407532237672094312,2019-05,190364.0,90.0
652740132671309295,2019-05,237126.0,98.0
7395696797140470088,2019-05,530832.0,136.0
761746217261797478,2019-05,1179009.0,118.0
3472934456083131714,2019-05,465328.0,104.0
4626249002057685539,2019-05,101703.0,112.0
5540361570968095722,2019-05,521378.0,112.0
3970572142453508637,2019-05,136158.0,102.0
2020646654269061959,2019-05,97891.0,107.0
7848910047105468475,2019-05,105072.0,118.0
93982185886107798,2019-05,585676.0,126.0
1033361676287635885,2019-05,215916.0,122.0
1069093308328204542,2019-05,226184.0,91.0
1962421014232423027,2019-05,579479.0,76.0
1698828605814171242,2019-05,406958.0,113.0
186296161813079768,2019-05,297497.0,120.0
7970976988071755401,2019-05,609278.0,127.0
4635578010631860111,2019-05,333764.0,89.0
8400764778654490278,2019-05,336755.0,126.0
5974858472822751652,2019-05,324506.0,133.0
2573553293518763494,2019-05,654085.0,125.0
5306165689101138983,2019-05,484072.0,115.0
851897122328714307,2019-05,503258.0,108.0
8196449005061156808,2019-05,301666.0,103.0
9161263096062288704,2019-05,197581.0,101.0
5692263270628375692,2019-05,97497.0,125.0
5432443358006556295,2019-05,86159.0,100.0
5752688018135006198,2019-05,291164.0,106.0
3668905663669864663,2019-05,252584.0,140.0
6632750819478927641,2019-05,488806.0,124.0
1088521227159442264,2019-05,152120.0,98.0
1334091158016312155,2019-05,188456.0,75.0
6926309382371178621,2019-05,207863.0,108.0
4537268360654655629,2019-05,412450.0,126.0
6198047969028248384,2019-05,586219.0,124.0
234898976850399181,2019-05,457387.0,126.0
8245393384938410770,2019-05,254508.0,120.0
7405858498198031046,2019-05,305055.0,122.0
837142477962609471,2019-05,158917.0,119.0
3618862169777063942,2019-05,18206.0,126.0
6828316696355015040,2019-05,121111.0,104.0
5371387005775513675,2019-05,243212.0,115.0
6521201759558790083,2019-05,216308.0,105.0
2088532321693492263,2019-05,142267.0,102.0
3036967290595689189,2019-05,144255.0,143.0
3218792504195936313,2019-05,846652.0,109.0
8548612698724688238,2019-05,247920.0,143.0
5799279645678609726,2019-05,1166148.0,152.0
6802042794837915720,2019-05,265277.0,112.0
2380458252615213706,2019-05,161117.0,90.0
5136739522477907100,2019-05,34956.0,108.0
8785648114090695180,2019-05,138234.0,114.0
2233850024349336054,2019-05,12030.0,84.0
1117184216453911295,2019-05,305514.0,91.0
1977574645216036803,2019-05,266625.0,113.0
5602023133976834072,2019-05,39589.0,94.0
1000372849175668062,2019-05,120671.0,103.0
4327694790333781288,2019-05,576095.0,129.0
4556737702757145073,2019-05,133843.0,108.0
1003144834589372198,2019-05,275924.0,111.0
4850722092974676955,2019-05,157055.0,123.0
2302464746243069589,2019-05,536797.0,110.0
1953058402621337677,2019-05,480826.0,103.0
2300515430178950292,2019-05,122256.0,88.0
2369364892942408355,2019-05,206633.0,122.0
7041489327620930099,2019-05,264916.0,106.0
3605652314611460806,2019-05,234228.0,89.0
1119752495905732753,2019-05,282249.0,108.0
8859064595603380512,2019-05,15293.0,112.0
1272921915900711149,2019-05,62985.0,96.0
8750804459957303037,2019-05,66127.0,114.0
4995679129936981612,2019-05,605347.0,144.0
8292458529987016717,2019-05,313184.0,129.0
1423952977138155129,2019-05,450376.0,106.0
7913893451349440000,2019-05,80419.0,98.0
7141263195360679278,2019-05,683330.0,117.0
5271966906483787417,2019-05,164005.0,135.0
4749976982519957792,2019-05,239219.0,151.0
6216982347344525048,2019-05,243477.0,111.0
1998941557906036376,2019-05,89853.0,132.0
4414438591613884911,2019-05,817443.0,111.0
780065359501679358,2019-05,71457.0,117.0
1299146298565441811,2019-05,117486.0,113.0
3118683330911759410,2019-05,202843.0,95.0
4495170040746508204,2019-05,171114.0,90.0
6658545687004133787,2019-05,418138.0,127.0
8487807876567995441,2019-05,567387.0,145.0
1052398277967427422,2019-05,212662.0,110.0
8013668117699219722,2019-05,298976.0,117.0
2768068015169423097,2019-05,428624.0,113.0
492136427845699874,2019-05,319988.0,125.0
5287265869592025756,2019-05,296592.0,125.0
2778852475840838977,2019-05,161634.0,150.0
6643358471662528195,2019-05,542995.0,121.0
4980232475645447238,2019-05,308716.0,115.0
5091815447165974815,2019-05,223479.0,123.0
7492389223353246125,2019-05,448228.0,107.0
7779268298304613772,2019-06,351533.0,126.0
1276604410881911401,2019-06,211359.0,83.0
5042877476420217533,2019-06,607337.0,102.0
4919908458022265747,2019-06,83109.0,121.0
8961924617442201922,2019-06,191960.0,110.0
2455576782104041698,2019-06,707601.0,107.0
2900002014851776114,2019-06,237638.0,74.0
2012477868296377155,2019-06,157639.0,116.0
3095686599956852697,2019-06,359852.0,154.0
4532469127306079736,2019-06,397881.0,111.0
180672270337706285,2019-06,107337.0,102.0
6941381638534728190,2019-06,791833.0,121.0
1998941557906036376,2019-06,110173.0,131.0
4061297388883391410,2019-06,225439.0,116.0
6284433051333854194,2019-06,245033.0,105.0
1118514612547157551,2019-06,581748.0,90.0
8398000036517692656,2019-06,88872.0,107.0
4089244710305890246,2019-06,157776.0,98.0
6217788509719675691,2019-06,157193.0,142.0
8083157716178259762,2019-06,108142.0,129.0
3258345688897172820,2019-06,213995.0,121.0
3192341047315717823,2019-06,527129.0,94.0
5810778736737569699,2019-06,476582.0,144.0
1071717046795982412,2019-06,241902.0,106.0
1958660709350677213,2019-06,100938.0,118.0
2302464746243069589,2019-06,568779.0,117.0
1000372849175668062,2019-06,302893.0,95.0
682352428813668634,2019-06,337098.0,113.0
417157680860985231,2019-06,206098.0,109.0
2397171153213063761,2019-06,382982.0,94.0
3204108603682323936,2019-06,196698.0,93.0
7930925883736021864,2019-06,69403.0,124.0
1698828605814171242,2019-06,610013.0,109.0
1977574645216036803,2019-06,259347.0,112.0
4334472256949955221,2019-06,216882.0,109.0
4527499691197377217,2019-06,50493.0,133.0
2092588065958607289,2019-06,534258.0,130.0
5897410907783139228,2019-06,210855.0,121.0
7722287846688771887,2019-06,208495.0,155.0
3950448152833572077,2019-06,113168.0,106.0
8503092146854371576,2019-06,191077.0,116.0
3027683745465216663,2019-06,58883.0,106.0
1536087798470875922,2019-06,179969.0,130.0
1210783884008131648,2019-06,172350.0,97.0
1033361676287635885,2019-06,151072.0,118.0
4740535838297269949,2019-06,268197.0,135.0
2645324649046215594,2019-06,222574.0,111.0
4724876423989598202,2019-06,354474.0,137.0
1104269683367198574,2019-06,96977.0,124.0
5761480994209806499,2019-06,198329.0,138.0
2763141362035716801,2019-06,26993.0,88.0
1235244772550233980,2019-06,611878.0,98.0
