ID_CLIENTE,SAFRA_REF,DATA_EMISSAO_DOCUMENTO,DATA_VENCIMENTO,VALOR_A_PAGAR,TAXA
7692330898726665144,2021-07,2021-07-13,2021-07-28,162897.66,5.99
7692330898726665144,2021-07,2021-07-16,2021-07-31,27157.65,5.99
7828430488099134389,2021-07,2021-07-13,2021-07-29,120114.35,5.99
5429414161455643517,2021-07,2021-07-14,2021-08-25,1763.35,6.99
3516294920850464913,2021-07,2021-07-14,2021-08-30,37740.6,5.99
6617479989097680138,2021-07,2021-07-14,2021-08-03,45669.94,5.99
7031913170099381454,2021-07,2021-07-14,2021-08-25,23307.42,5.99
7067471043900250355,2021-07,2021-07-14,2021-08-13,20540.0,4.99
2380458252615213706,2021-07,2021-07-15,2021-08-30,20694.5,6.99
3536431875244944563,2021-07,2021-07-15,2021-09-06,79492.0,4.99
4862285428951244424,2021-07,2021-07-15,2021-08-02,38799.0,6.99
3384356870037163810,2021-07,2021-07-15,2021-08-06,20670.0,6.99
2179772649873197365,2021-07,2021-07-15,2021-08-16,9479.45,4.99
6594970822995540982,2021-07,2021-07-15,2021-08-20,70620.0,5.99
1874387298050692165,2021-07,2021-07-15,2021-08-02,40160.5,5.99
2677901391425651891,2021-07,2021-07-16,2021-08-09,72058.47,4.99
7246466789138290692,2021-07,2021-07-16,2021-08-02,29528.49,5.99
5993765508162121762,2021-07,2021-07-16,2021-08-02,48839.8,5.99
1272921915900711149,2021-07,2021-07-17,2021-08-03,96076.46,4.99
1272921915900711149,2021-08,2021-08-16,2021-09-02,47446.55,4.99
2951563549197799278,2021-07,2021-07-17,2021-08-03,65769.0,5.99
2951563549197799278,2021-07,2021-07-26,2021-08-11,111409.04,5.99
2951563549197799278,2021-07,2021-07-29,2021-08-16,92978.0,5.99
2951563549197799278,2021-08,2021-08-05,2021-09-06,971.5,5.99
5166128847048245697,2021-07,2021-07-17,2021-08-03,44790.0,6.99
5166128847048245697,2021-08,2021-08-12,2021-08-30,46990.0,6.99
4537982850248578883,2021-07,2021-07-17,2021-08-03,29001.45,5.99
4537982850248578883,2021-07,2021-07-20,2021-08-05,21825.3,5.99
4537982850248578883,2021-07,2021-07-22,2021-08-09,28406.55,5.99
4537982850248578883,2021-08,2021-08-01,2021-08-17,21056.8,5.99
4537982850248578883,2021-08,2021-08-12,2021-08-30,50700.85,5.99
4537982850248578883,2021-08,2021-08-15,2021-08-31,29031.4,5.99
5274777191770957761,2021-07,2021-07-17,2021-08-31,2399.61,6.99
5274777191770957761,2021-08,2021-08-09,2021-09-23,5811.26,6.99
2988042199057874759,2021-07,2021-07-17,2021-08-05,19366.64,5.99
2988042199057874759,2021-07,2021-07-18,2021-08-05,55507.15,5.99
2988042199057874759,2021-07,2021-07-23,2021-08-10,42349.36,5.99
2988042199057874759,2021-07,2021-07-30,2021-08-17,21245.96,5.99
2988042199057874759,2021-08,2021-08-04,2021-08-23,42349.36,5.99
2988042199057874759,2021-08,2021-08-05,2021-09-06,599.0,5.99
2988042199057874759,2021-08,2021-08-06,2021-08-24,28678.41,5.99
4593070249039532001,2021-07,2021-07-17,2021-08-03,44632.26,5.99
4593070249039532001,2021-07,2021-07-27,2021-08-12,96775.1,5.99
4593070249039532001,2021-07,2021-07-28,2021-09-27,209887.1,5.99
4593070249039532001,2021-08,2021-08-01,2021-08-17,45654.6,5.99
924957821424248698,2021-07,2021-07-18,2021-08-03,41358.99,8.99
924957821424248698,2021-07,2021-07-23,2021-08-09,21364.0,8.99
924957821424248698,2021-07,2021-07-26,2021-08-11,42580.0,8.99
924957821424248698,2021-07,2021-07-27,2021-08-12,49827.5,8.99
924957821424248698,2021-08,2021-08-04,2021-08-20,63545.5,8.99
924957821424248698,2021-08,2021-08-10,2021-08-26,70998.9,8.99
924957821424248698,2021-08,2021-08-15,2021-08-31,28557.5,8.99
924957821424248698,2021-08,2021-08-15,2021-08-31,42429.65,8.99
968199235777440720,2021-07,2021-07-18,2021-08-09,76419.04,5.99
968199235777440720,2021-07,2021-07-21,2021-08-10,69778.23,5.99
968199235777440720,2021-07,2021-07-23,2021-08-12,171240.64,5.99
968199235777440720,2021-07,2021-07-26,2021-08-16,171240.64,5.99
968199235777440720,2021-07,2021-07-30,2021-08-19,124384.83,5.99
968199235777440720,2021-08,2021-08-01,2021-08-23,169992.6,5.99
968199235777440720,2021-08,2021-08-01,2021-08-23,171240.64,5.99
968199235777440720,2021-08,2021-08-05,2021-08-25,171240.64,5.99
968199235777440720,2021-08,2021-08-05,2021-09-06,1656.0,5.99
968199235777440720,2021-08,2021-08-08,2021-08-30,124385.13,5.99
968199235777440720,2021-08,2021-08-12,2021-09-01,169993.43,5.99
968199235777440720,2021-08,2021-08-16,2021-09-06,125298.03,5.99
6330043096034525408,2021-07,2021-07-18,2021-08-12,26511.9,11.99
6330043096034525408,2021-07,2021-07-23,2021-08-13,53375.2,11.99
6330043096034525408,2021-08,2021-08-13,2021-09-02,6054.41,11.99
6330043096034525408,2021-08,2021-08-13,2021-09-02,200.15,11.99
1637960623843047520,2021-07,2021-07-18,2021-08-23,84381.6,4.99
1637960623843047520,2021-07,2021-07-18,2021-10-05,704.9,4.99
1637960623843047520,2021-07,2021-07-20,2021-08-30,84381.6,4.99
1637960623843047520,2021-07,2021-07-22,2021-08-30,84381.6,4.99
1637960623843047520,2021-07,2021-07-25,2021-08-30,84381.6,4.99
1637960623843047520,2021-07,2021-07-27,2021-09-01,83071.2,4.99
1637960623843047520,2021-08,2021-08-04,2021-09-09,84381.6,4.99
1637960623843047520,2021-08,2021-08-04,2021-09-09,196890.4,4.99
1637960623843047520,2021-08,2021-08-10,2021-09-15,84381.6,4.99
1637960623843047520,2021-08,2021-08-16,2021-09-21,84381.6,4.99
1637960623843047520,2021-08,2021-08-16,2021-10-21,332.85,4.99
1477629972594346481,2021-07,2021-07-18,2021-08-04,21861.72,6.99
1477629972594346481,2021-08,2021-08-01,2021-08-18,26547.32,6.99
1477629972594346481,2021-08,2021-08-05,2021-09-06,999.0,6.99
1477629972594346481,2021-08,2021-08-07,2021-08-25,21553.74,6.99
8733525963966339207,2021-07,2021-07-18,2021-08-03,46558.89,8.99
8733525963966339207,2021-07,2021-07-18,2021-09-06,1777.06,8.99
8733525963966339207,2021-07,2021-07-21,2021-08-11,45000.0,8.99
8733525963966339207,2021-07,2021-07-21,2021-08-11,90287.15,8.99
8733525963966339207,2021-07,2021-07-23,2021-08-09,23000.0,8.99
8733525963966339207,2021-07,2021-07-28,2021-08-17,12925.21,8.99
8733525963966339207,2021-07,2021-07-29,2021-08-18,21542.02,8.99
8733525963966339207,2021-08,2021-08-02,2021-08-25,70000.0,8.99
8733525963966339207,2021-08,2021-08-06,2021-08-26,21689.41,8.99
8733525963966339207,2021-08,2021-08-08,2021-09-06,3536.72,8.99
8733525963966339207,2021-08,2021-08-11,2021-08-27,21450.0,8.99
2554972344348383830,2021-07,2021-07-18,2021-08-04,58644.36,4.99
2771214050521171719,2021-07,2021-07-18,2021-08-03,40439.2,5.99
2771214050521171719,2021-07,2021-07-23,2021-08-09,72220.25,5.99
2771214050521171719,2021-07,2021-07-25,2021-08-10,59659.75,5.99
2771214050521171719,2021-07,2021-07-27,2021-08-12,45035.2,5.99
2771214050521171719,2021-07,2021-07-28,2021-08-13,67197.65,5.99
2771214050521171719,2021-08,2021-08-02,2021-08-18,118678.5,5.99
2771214050521171719,2021-08,2021-08-11,2021-08-27,41789.2,5.99
2658946240987854807,2021-07,2021-07-18,2021-08-03,19530.77,8.99
2658946240987854807,2021-07,2021-07-25,2021-08-10,19669.97,8.99
2658946240987854807,2021-07,2021-07-25,2021-08-10,26877.22,8.99
2658946240987854807,2021-07,2021-07-27,2021-08-12,26965.54,8.99
2658946240987854807,2021-08,2021-08-02,2021-08-18,27318.72,8.99
6547707428090179960,2021-07,2021-07-18,2021-08-03,152101.4,4.99
6547707428090179960,2021-07,2021-07-28,2021-08-13,55588.4,4.99
6547707428090179960,2021-07,2021-07-30,2021-08-16,43203.4,4.99
6547707428090179960,2021-08,2021-08-15,2021-08-31,49621.25,4.99
8662923640484889291,2021-07,2021-07-18,2021-08-03,27612.9,4.99
8662923640484889291,2021-07,2021-07-25,2021-08-10,21059.14,4.99
6582676833651678345,2021-07,2021-07-18,2021-08-03,25443.3,6.99
6582676833651678345,2021-07,2021-07-22,2021-08-09,25533.3,6.99
6582676833651678345,2021-08,2021-08-01,2021-08-17,142025.1,6.99
6582676833651678345,2021-08,2021-08-03,2021-08-19,174067.68,6.99
6582676833651678345,2021-08,2021-08-10,2021-08-26,52482.5,6.99
6582676833651678345,2021-08,2021-08-11,2021-08-27,75629.3,6.99
6582676833651678345,2021-08,2021-08-12,2021-08-30,174073.2,6.99
6582676833651678345,2021-08,2021-08-15,2021-08-31,121736.1,6.99
2532435113844289043,2021-07,2021-07-18,2021-08-03,20548.5,6.99
2532435113844289043,2021-07,2021-07-18,2021-08-09,20235.39,6.99
2532435113844289043,2021-07,2021-07-19,2021-08-04,20114.5,6.99
2532435113844289043,2021-07,2021-07-26,2021-08-17,20235.39,6.99
2532435113844289043,2021-07,2021-07-28,2021-08-13,20473.5,6.99
2532435113844289043,2021-08,2021-08-01,2021-08-23,20220.3,6.99
2532435113844289043,2021-08,2021-08-03,2021-08-19,20099.5,6.99
2532435113844289043,2021-08,2021-08-16,2021-09-08,20525.52,6.99
2532435113844289043,2021-08,2021-08-16,2021-09-01,20099.5,6.99
8889055492416898333,2021-07,2021-07-18,2021-08-09,81994.97,4.99
8889055492416898333,2021-08,2021-08-06,2021-08-23,84028.44,4.99
8889055492416898333,2021-08,2021-08-09,2021-08-30,133334.02,4.99
8889055492416898333,2021-08,2021-08-12,2021-09-08,94087.52,4.99
8889055492416898333,2021-08,2021-08-16,2021-09-10,141216.07,4.99
1678680306005074426,2021-07,2021-07-18,2021-08-03,61649.85,11.99
6916556752218696485,2021-07,2021-07-18,2021-08-03,21577.95,4.99
6916556752218696485,2021-07,2021-07-18,2021-08-03,40760.6,4.99
6916556752218696485,2021-07,2021-07-22,2021-08-09,34444.72,4.99
6916556752218696485,2021-07,2021-07-22,2021-08-09,29175.6,4.99
6916556752218696485,2021-07,2021-07-23,2021-08-09,21792.9,4.99
6916556752218696485,2021-07,2021-07-23,2021-08-09,28532.42,4.99
6916556752218696485,2021-07,2021-07-25,2021-08-10,21792.9,4.99
6916556752218696485,2021-07,2021-07-27,2021-08-12,87526.8,4.99
6916556752218696485,2021-07,2021-07-27,2021-08-12,86026.8,4.99
6916556752218696485,2021-07,2021-07-27,2021-08-12,114702.4,4.99
6916556752218696485,2021-07,2021-07-28,2021-08-13,33168.4,4.99
6916556752218696485,2021-07,2021-07-31,2021-08-17,21792.9,4.99
6916556752218696485,2021-08,2021-08-01,2021-08-17,20985.25,4.99
6916556752218696485,2021-08,2021-08-01,2021-08-17,29379.35,4.99
6916556752218696485,2021-08,2021-08-01,2021-08-17,34444.72,4.99
6916556752218696485,2021-08,2021-08-02,2021-08-18,21792.9,4.99
6916556752218696485,2021-08,2021-08-03,2021-08-19,29830.65,4.99
6916556752218696485,2021-08,2021-08-07,2021-08-24,21792.7,4.99
6916556752218696485,2021-08,2021-08-08,2021-08-24,29230.65,4.99
6916556752218696485,2021-08,2021-08-12,2021-08-30,43783.4,4.99
6916556752218696485,2021-08,2021-08-14,2021-08-31,43783.4,4.99
6367769402148499693,2021-07,2021-07-18,2021-08-09,93262.7,5.99
6367769402148499693,2021-07,2021-07-19,2021-08-10,92662.7,5.99
6367769402148499693,2021-08,2021-08-08,2021-08-30,88301.0,5.99
1192891347324061812,2021-07,2021-07-18,2021-08-03,25995.0,4.99
1192891347324061812,2021-07,2021-07-25,2021-08-10,51090.0,4.99
1192891347324061812,2021-07,2021-07-25,2021-08-10,21157.5,4.99
1192891347324061812,2021-08,2021-08-02,2021-08-18,19745.0,4.99
1192891347324061812,2021-08,2021-08-08,2021-08-24,26645.0,4.99
524026009392362402,2021-07,2021-07-18,2021-08-03,25562.1,4.99
524026009392362402,2021-07,2021-07-28,2021-08-13,26051.45,4.99
8609938720215175911,2021-07,2021-07-18,2021-08-04,21589.25,5.99
8609938720215175911,2021-07,2021-07-18,2021-08-04,28284.78,5.99
8609938720215175911,2021-07,2021-07-22,2021-08-09,28356.5,5.99
8609938720215175911,2021-08,2021-08-01,2021-08-18,41323.71,5.99
8609938720215175911,2021-08,2021-08-08,2021-08-25,21721.98,5.99
8609938720215175911,2021-08,2021-08-15,2021-09-01,29986.69,5.99
5122095358293179297,2021-07,2021-07-18,2021-08-03,141806.23,4.99
5122095358293179297,2021-08,2021-08-12,2021-08-30,147037.93,4.99
5122095358293179297,2021-08,2021-08-15,2021-08-31,73781.95,4.99
499242942549937267,2021-07,2021-07-18,2021-10-01,228244.5,4.99
499242942549937267,2021-07,2021-07-18,2021-10-01,235238.25,4.99
499242942549937267,2021-07,2021-07-25,2021-10-08,101729.0,4.99
499242942549937267,2021-07,2021-07-26,2021-10-11,176940.0,4.99
499242942549937267,2021-07,2021-07-26,2021-10-11,149418.51,4.99
499242942549937267,2021-07,2021-07-26,2021-10-11,235819.0,4.99
499242942549937267,2021-07,2021-07-27,2021-10-11,245466.0,4.99
499242942549937267,2021-07,2021-07-30,2021-08-26,123512.0,4.99
499242942549937267,2021-08,2021-08-01,2021-08-27,102946.5,4.99
499242942549937267,2021-08,2021-08-02,2021-08-27,150069.51,4.99
499242942549937267,2021-08,2021-08-02,2021-08-27,107980.0,4.99
499242942549937267,2021-08,2021-08-04,2021-08-31,252012.0,4.99
4900073965147412482,2021-07,2021-07-18,2021-08-06,26264.78,4.99
1617695035450525647,2021-07,2021-07-18,2021-08-03,176854.5,11.99
1617695035450525647,2021-07,2021-07-23,2021-08-09,78453.0,11.99
1617695035450525647,2021-07,2021-07-23,2021-08-09,110579.5,11.99
1617695035450525647,2021-07,2021-07-25,2021-08-11,109816.2,11.99
1617695035450525647,2021-07,2021-07-25,2021-08-11,98831.5,11.99
1617695035450525647,2021-07,2021-07-25,2021-08-11,70798.5,11.99
1617695035450525647,2021-07,2021-07-26,2021-08-11,47120.8,11.99
1617695035450525647,2021-07,2021-07-29,2021-08-16,78526.5,11.99
1617695035450525647,2021-07,2021-07-29,2021-08-16,47218.8,11.99
1617695035450525647,2021-07,2021-07-29,2021-08-16,178704.0,11.99
1617695035450525647,2021-08,2021-08-02,2021-08-18,189503.8,11.99
1617695035450525647,2021-08,2021-08-02,2021-08-18,19988.0,11.99
1617695035450525647,2021-08,2021-08-05,2021-08-23,78692.0,11.99
1617695035450525647,2021-08,2021-08-09,2021-08-25,39778.0,11.99
1617695035450525647,2021-08,2021-08-10,2021-08-26,39223.0,11.99
1617695035450525647,2021-08,2021-08-11,2021-08-27,58734.0,11.99
1617695035450525647,2021-08,2021-08-12,2021-08-30,98642.0,11.99
1617695035450525647,2021-08,2021-08-12,2021-08-30,59096.0,11.99
1617695035450525647,2021-08,2021-08-13,2021-08-30,190300.8,11.99
1617695035450525647,2021-08,2021-08-13,2021-08-30,19889.0,11.99
340285351737204923,2021-07,2021-07-18,2021-08-16,40784.0,6.99
340285351737204923,2021-07,2021-07-20,2021-08-18,40390.0,6.99
340285351737204923,2021-07,2021-07-21,2021-08-19,40390.0,6.99
340285351737204923,2021-07,2021-07-26,2021-08-24,20195.01,6.99
340285351737204923,2021-08,2021-08-04,2021-09-02,40390.0,6.99
340285351737204923,2021-08,2021-08-08,2021-09-06,40390.0,6.99
6271697692808086495,2021-07,2021-07-18,2021-08-12,82048.0,4.99
6271697692808086495,2021-07,2021-07-21,2021-08-16,41024.0,4.99
6271697692808086495,2021-07,2021-07-22,2021-08-16,41024.0,4.99
6271697692808086495,2021-07,2021-07-25,2021-08-19,73843.21,4.99
6271697692808086495,2021-07,2021-07-28,2021-08-23,45126.4,4.99
6271697692808086495,2021-08,2021-08-02,2021-08-27,53331.2,4.99
6271697692808086495,2021-08,2021-08-09,2021-09-03,41024.0,4.99
6271697692808086495,2021-08,2021-08-12,2021-09-06,60660.0,4.99
6271697692808086495,2021-08,2021-08-12,2021-09-06,52572.0,4.99
49632905576538927,2021-07,2021-07-18,2021-08-03,39615.1,4.99
1117184216453911295,2021-07,2021-07-18,2021-08-03,21768.95,6.99
1117184216453911295,2021-07,2021-07-19,2021-08-04,54971.8,6.99
1117184216453911295,2021-08,2021-08-02,2021-09-20,4469.09,6.99
1117184216453911295,2021-08,2021-08-05,2021-09-06,1063.8,6.99
4104959289203999917,2021-07,2021-07-18,2021-08-09,48008.64,4.99
4104959289203999917,2021-07,2021-07-21,2021-08-10,25383.43,4.99
2943087245123311166,2021-07,2021-07-18,2021-08-03,107982.9,8.99
2943087245123311166,2021-07,2021-07-21,2021-08-09,134343.75,8.99
2943087245123311166,2021-08,2021-08-15,2021-08-31,27564.2,8.99
2943087245123311166,2021-08,2021-08-16,2021-09-01,22006.95,8.99
621182491555347581,2021-07,2021-07-18,2021-08-03,57156.0,8.99
621182491555347581,2021-07,2021-07-18,2021-08-03,19051.99,8.99
621182491555347581,2021-07,2021-07-22,2021-08-09,28023.45,8.99
621182491555347581,2021-07,2021-07-29,2021-08-16,100593.25,8.99
621182491555347581,2021-07,2021-07-30,2021-08-16,28578.5,8.99
621182491555347581,2021-08,2021-08-01,2021-08-17,68403.4,8.99
621182491555347581,2021-08,2021-08-04,2021-08-20,40198.9,8.99
621182491555347581,2021-08,2021-08-05,2021-09-06,499.0,8.99
4995217181024687397,2021-07,2021-07-18,2021-08-03,106413.15,4.99
4995217181024687397,2021-07,2021-07-19,2021-08-04,102046.45,4.99
4995217181024687397,2021-07,2021-07-26,2021-08-12,107593.15,4.99
4995217181024687397,2021-08,2021-08-03,2021-08-20,21350.3,4.99
4995217181024687397,2021-08,2021-08-04,2021-08-23,104255.6,4.99
4995217181024687397,2021-08,2021-08-05,2021-08-23,109625.3,4.99
4995217181024687397,2021-08,2021-08-13,2021-08-31,104755.7,4.99
7458891296671174680,2021-07,2021-07-18,2021-08-09,178536.0,5.99
7231408738455755015,2021-07,2021-07-18,2021-08-04,67744.6,8.99
7231408738455755015,2021-07,2021-07-20,2021-08-09,64194.35,8.99
7231408738455755015,2021-07,2021-07-26,2021-08-16,72068.65,8.99
7231408738455755015,2021-08,2021-08-05,2021-10-05,1099.0,8.99
7231408738455755015,2021-08,2021-08-09,2021-08-26,26890.6,8.99
8536031856585966123,2021-07,2021-07-18,2021-08-03,28003.45,5.99
8536031856585966123,2021-08,2021-08-16,2021-09-01,28818.5,5.99
7535160686416710323,2021-07,2021-07-18,2021-08-09,44260.17,6.99
7535160686416710323,2021-07,2021-07-25,2021-08-16,84101.25,6.99
7535160686416710323,2021-08,2021-08-10,2021-08-31,22161.27,6.99
7908414709866823255,2021-07,2021-07-18,2021-08-03,43651.6,5.99
7908414709866823255,2021-07,2021-07-19,2021-08-04,21825.8,5.99
7908414709866823255,2021-07,2021-07-23,2021-08-09,26943.4,5.99
7908414709866823255,2021-08,2021-08-04,2021-08-20,21876.7,5.99
7908414709866823255,2021-08,2021-08-16,2021-09-01,39058.39,5.99
7289435138601868544,2021-07,2021-07-18,2021-08-03,44657.55,11.99
7289435138601868544,2021-07,2021-07-19,2021-08-04,111436.45,11.99
7289435138601868544,2021-08,2021-08-03,2021-08-19,46966.04,11.99
7289435138601868544,2021-08,2021-08-10,2021-08-26,94235.8,11.99
6198047969028248384,2021-07,2021-07-18,2021-08-03,86780.0,4.99
6198047969028248384,2021-08,2021-08-01,2021-08-17,65435.0,4.99
6198047969028248384,2021-08,2021-08-12,2021-08-30,99.7,4.99
3283662016127058429,2021-07,2021-07-18,2021-08-04,47365.27,8.99
3283662016127058429,2021-08,2021-08-15,2021-09-01,50095.09,8.99
417157680860985231,2021-07,2021-07-18,2021-08-03,28491.0,8.99
417157680860985231,2021-07,2021-07-29,2021-08-16,20393.55,8.99
417157680860985231,2021-08,2021-08-03,2021-08-19,20065.55,8.99
417157680860985231,2021-08,2021-08-12,2021-08-30,89299.7,8.99
417157680860985231,2021-08,2021-08-15,2021-08-31,28776.55,8.99
5301988619224057921,2021-07,2021-07-18,2021-09-06,479.95,8.99
5301988619224057921,2021-07,2021-07-27,2021-08-16,27849.99,8.99
5301988619224057921,2021-07,2021-07-27,2021-08-16,27799.99,8.99
5301988619224057921,2021-07,2021-07-27,2021-08-17,41560.44,8.99
5301988619224057921,2021-07,2021-07-27,2021-08-16,285.58,8.99
5301988619224057921,2021-08,2021-08-05,2021-09-06,799.0,8.99
8926565682509268383,2021-07,2021-07-18,2021-08-03,22022.45,5.99
8926565682509268383,2021-07,2021-07-22,2021-08-09,56573.1,5.99
8926565682509268383,2021-07,2021-07-25,2021-08-10,22121.5,5.99
8926565682509268383,2021-07,2021-07-27,2021-08-12,61301.84,5.99
8926565682509268383,2021-07,2021-07-29,2021-08-16,22121.5,5.99
8926565682509268383,2021-07,2021-07-29,2021-08-16,61826.84,5.99
8926565682509268383,2021-07,2021-07-30,2021-08-16,57413.1,5.99
8926565682509268383,2021-08,2021-08-01,2021-08-17,20509.89,5.99
8926565682509268383,2021-08,2021-08-01,2021-08-17,41217.9,5.99
8926565682509268383,2021-08,2021-08-08,2021-08-24,22121.55,5.99
8926565682509268383,2021-08,2021-08-10,2021-08-27,21648.95,5.99
7722287846688771887,2021-07,2021-07-18,2021-08-03,25482.3,4.99
7722287846688771887,2021-08,2021-08-03,2021-08-19,45938.8,4.99
5993765508162121762,2021-07,2021-07-18,2021-08-03,53989.8,5.99
5993765508162121762,2021-08,2021-08-12,2021-08-30,56747.8,5.99
5993765508162121762,2021-08,2021-08-15,2021-08-31,23144.9,5.99
2033394215069562776,2021-07,2021-07-18,2021-08-05,27131.35,4.99
2033394215069562776,2021-07,2021-07-18,2021-08-05,20954.6,4.99
2033394215069562776,2021-07,2021-07-20,2021-08-05,27276.35,4.99
2033394215069562776,2021-07,2021-07-26,2021-08-12,34732.7,4.99
6053752047545474051,2021-07,2021-07-18,2021-08-03,20905.6,5.99
6053752047545474051,2021-07,2021-07-19,2021-08-04,19022.4,5.99
6053752047545474051,2021-07,2021-07-21,2021-08-06,20805.55,5.99
6053752047545474051,2021-07,2021-07-23,2021-08-09,20805.55,5.99
6053752047545474051,2021-07,2021-07-23,2021-08-09,126529.5,5.99
6053752047545474051,2021-07,2021-07-25,2021-08-10,20805.55,5.99
6053752047545474051,2021-07,2021-07-27,2021-08-12,76187.85,5.99
6053752047545474051,2021-07,2021-07-28,2021-08-13,20805.55,5.99
6053752047545474051,2021-08,2021-08-01,2021-08-17,39298.1,5.99
6053752047545474051,2021-08,2021-08-05,2021-08-23,103615.4,5.99
6053752047545474051,2021-08,2021-08-06,2021-08-23,77711.55,5.99
6053752047545474051,2021-08,2021-08-06,2021-08-23,40198.11,5.99
6053752047545474051,2021-08,2021-08-12,2021-08-30,77936.7,5.99
6053752047545474051,2021-08,2021-08-14,2021-08-31,20349.05,5.99
2302464746243069589,2021-07,2021-07-18,2021-08-06,69656.55,6.99
2302464746243069589,2021-08,2021-08-06,2021-08-23,70561.55,6.99
2302464746243069589,2021-08,2021-08-13,2021-08-30,78101.0,6.99
5577659616907513811,2021-07,2021-07-18,2021-08-09,72953.79,6.99
5577659616907513811,2021-07,2021-07-23,2021-08-12,73180.15,6.99
5577659616907513811,2021-07,2021-07-25,2021-08-16,77220.41,6.99
5577659616907513811,2021-07,2021-07-26,2021-08-12,76631.44,6.99
5577659616907513811,2021-08,2021-08-12,2021-09-01,74260.96,6.99
5577659616907513811,2021-08,2021-08-15,2021-09-06,64295.36,6.99
3970572142453508637,2021-07,2021-07-18,2021-09-01,48544.98,8.99
3970572142453508637,2021-07,2021-07-26,2021-09-09,49383.69,8.99
3970572142453508637,2021-08,2021-08-01,2021-09-15,29042.4,8.99
3970572142453508637,2021-08,2021-08-05,2021-09-06,999.0,8.99
234898976850399181,2021-07,2021-07-18,2021-08-03,51659.5,5.99
234898976850399181,2021-07,2021-07-29,2021-08-16,72614.2,5.99
234898976850399181,2021-08,2021-08-04,2021-08-23,79737.95,5.99
511305041047444825,2021-07,2021-07-18,2021-08-03,27710.5,6.99
511305041047444825,2021-07,2021-07-20,2021-08-05,27066.45,6.99
2408009918678280470,2021-07,2021-07-18,2021-08-03,58945.21,4.99
2408009918678280470,2021-07,2021-07-20,2021-08-05,53727.28,4.99
2408009918678280470,2021-07,2021-07-21,2021-08-06,27406.65,4.99
2408009918678280470,2021-07,2021-07-22,2021-08-09,21500.8,4.99
2408009918678280470,2021-07,2021-07-23,2021-08-09,26906.65,4.99
2408009918678280470,2021-07,2021-07-27,2021-08-12,21600.8,4.99
2408009918678280470,2021-07,2021-07-27,2021-08-12,37949.31,4.99
2408009918678280470,2021-08,2021-08-02,2021-08-18,27448.2,4.99
2408009918678280470,2021-08,2021-08-03,2021-08-19,25847.34,4.99
2408009918678280470,2021-08,2021-08-04,2021-08-20,21539.45,4.99
2408009918678280470,2021-08,2021-08-12,2021-08-30,21675.9,4.99
2408009918678280470,2021-08,2021-08-15,2021-08-31,21675.9,4.99
2408009918678280470,2021-08,2021-08-16,2021-09-01,21614.45,4.99
2408009918678280470,2021-08,2021-08-16,2021-09-01,38251.78,4.99
1891145854263312840,2021-07,2021-07-18,2021-08-12,2236.71,8.99
1891145854263312840,2021-07,2021-07-25,2021-08-19,36780.65,8.99
1891145854263312840,2021-08,2021-08-01,2021-08-26,4775.84,8.99
1891145854263312840,2021-08,2021-08-15,2021-09-09,3823.46,8.99
4187591029730357479,2021-07,2021-07-18,2021-08-09,264894.0,4.99
1192810733461560329,2021-07,2021-07-18,2021-08-12,39652.0,8.99
4347826483121154490,2021-07,2021-07-18,2021-08-04,95961.71,5.99
4347826483121154490,2021-07,2021-07-18,2021-08-04,95114.15,5.99
4347826483121154490,2021-07,2021-07-19,2021-08-05,20529.25,5.99
4347826483121154490,2021-07,2021-07-20,2021-08-06,52190.45,5.99
4347826483121154490,2021-07,2021-07-21,2021-08-09,51745.81,5.99
4347826483121154490,2021-07,2021-07-23,2021-08-09,139174.54,5.99
4347826483121154490,2021-07,2021-07-28,2021-08-16,19982.05,5.99
4347826483121154490,2021-07,2021-07-28,2021-08-16,126126.93,5.99
4347826483121154490,2021-07,2021-07-29,2021-08-16,29140.49,5.99
4347826483121154490,2021-07,2021-07-29,2021-08-16,159549.59,5.99
4347826483121154490,2021-08,2021-08-01,2021-08-17,191038.32,5.99
4347826483121154490,2021-08,2021-08-01,2021-08-17,95519.16,5.99
4347826483121154490,2021-08,2021-08-05,2021-08-23,191363.67,5.99
4347826483121154490,2021-08,2021-08-06,2021-08-23,95681.84,5.99
4347826483121154490,2021-08,2021-08-09,2021-08-26,42320.44,5.99
4347826483121154490,2021-08,2021-08-09,2021-08-26,92056.54,5.99
4347826483121154490,2021-08,2021-08-10,2021-08-27,169617.8,5.99
4347826483121154490,2021-08,2021-08-13,2021-08-30,51505.16,5.99
4347826483121154490,2021-08,2021-08-15,2021-09-01,29243.12,5.99
5462970244186515758,2021-07,2021-07-18,2021-08-03,60198.44,8.99
5462970244186515758,2021-07,2021-07-23,2021-08-09,60680.1,8.99
5462970244186515758,2021-07,2021-07-23,2021-08-09,40520.1,8.99
5462970244186515758,2021-07,2021-07-28,2021-08-13,40450.1,8.99
5462970244186515758,2021-07,2021-07-30,2021-08-16,40550.1,8.99
5462970244186515758,2021-07,2021-07-30,2021-08-16,20275.05,8.99
5462970244186515758,2021-07,2021-07-30,2021-08-16,40350.0,8.99
5462970244186515758,2021-08,2021-08-03,2021-08-19,162663.7,8.99
5462970244186515758,2021-08,2021-08-05,2021-08-23,40550.2,8.99
5462970244186515758,2021-08,2021-08-05,2021-09-06,945.6,8.99
